doc_id,discussion_id,text
435540,2,"Our model has some limitations. For simplicity we assumed that diabetes influenced the likelihood of melioidosis infection alone and therefore once the person is infected with melioidosis, the diagnosis and disease progression are independent of diabetes status. Although diabetes has been shown to play roles in increasing severity and/or that medication of diabetes may also affect susceptibility and presentation of melioidosis [47, 48]. We also assumed that mortality/death rates for melioidosis, incidence rates of diabetes, and seasonal movement rates were constant over time, although they varied by age. It has been suggested that mortality/death rate for melioidosis due to diabetes have decreased over time because of improved access to hospitals [49], and lifestyle changes might also have affected incidence rates [50]. In this model we classified the population into those living in the Northeast and non-Northeast, which meant that the model was unable to predict the incidence of melioidosis in locations more specifically than non-Northeast. It is important to keep in mind that melioidosis is probably prevalent in all regions of Thailand, the lack of knowledge, disease awareness and diagnosis tools led to heavily report of cases by the Northeast region only [16]. We assumed that the estimates of reporting among both males and females were the same. The annual epidemiological surveillance reports of melioidosis data used in the model included cases from all provinces around Thailand, except for those cases seen in private hospitals, which account for about 30% of hospital provision, although there is no information on the relative likelihood of melioidosis being diagnosed in different sectors. Melioidosis diagnoses reported annually by the BoE are made using an indirect hemagglutination (IHA) technique to test for antibodies to B. pseudomallei, which has been found to have low sensitivity and specificity. It could therefore potentially under-predict the number of cases."
435540,3,"Conclusion. Population dynamics, seasonal movement, melioidosis infection rates, and under-reporting are important components of melioidosis incidence patterns. The increases seen in melioidosis cases are partly attributable to demographic changes as working, transient, and aging population groups are more prone to develop melioidosis. The key findings from our study are firstly, the increasing trend of melioidosis incidence, especially among males aged 45–59 years old, is predicted to continue; and secondly, the male, Northeast, and transient populations aged 45–59 years old were at the highest risk of melioidosis infection."
435540,4,"We anticipate that the modelling methods described here could be used in similar settings, especially those with reliable census data, to estimate the future melioidosis burden, as well as the potential effects of under-reporting. In addition, this modelling approach could be adapted to study other infectious diseases, behavioral changes, and seasonal movements, where demographic factors are important drivers of a population’s disease burden."
2515873,0,"There were 4632 genes differentially expressed in melioidosis and 5045 genes in tuberculosis, thus approximately 20% of the human genome is differentially regulated in each disease. The most prominent pathway in melioidosis was interferon (IFN)-γ and the same was true of tuberculosis. There were no pathways differentially regulated in melioidosis that were not also differentially regulated in tuberculosis, and there was no signature which reliably distinguished melioidosis and tuberculosis."
2515873,1,"Berry et al. identified an 86-gene signature as being specific for tuberculosis after eliminating differentially regulated genes common to Streptococcus pyogenes and Staphylococcus aureus infections, and to two auto-inflammatory diseases (systemic lupus erythematosus and Still’s disease). This signature was also present in melioidosis, which is surprising given that all melioidosis patients recruited had acute rather than chronic melioidosis, which is clinically distinct from tuberculosis."
2515873,2,"Interferon-mediated Responses. The IFN-γ pathway was reported as the most prominent pathway identified in gene expression studies of a mouse model of melioidosis [27], and blocking IFN-γ dramatically increases host susceptibility to melioidosis [3]. In human studies, plasma IFN-γ concentrations were high in melioidosis [3], and IFN-γ-mediated responses were also the most prominent feature in a gene expression study of melioidosis in another human cohort [28]. The finding here that this feature is shared with tuberculosis is unsurprising, because IFN-γ responses are crucial for the host response against intracellular pathogens such as B. pseudomallei and M. tuberculosis. IFN-γ treatment has a role in the management of multidrug-resistant tuberculosis, and adjunctive therapy with IFN-γ is beneficial in a mouse model of melioidosis [29], although its role in clinical melioidosis remains undefined [30]."
2515873,3,"In their original report on this tuberculosis cohort, Berry et al. noted that type 2 IFN-γ responses were prominent, but noted that type 1 IFN-αβ responses were present also [7]. We found that type 1 interferon-αβ responses were just as prominent in melioidosis, but the clinical relevance of this remains to be defined."
2515873,4,"Type 1 interferons can be produced by almost any cell type (leukocytes, fibroblasts and endothelial cells) and are induced by a range of bacterial pathogens, whereupon they proceed to modulate the host response in a manner that is as yet incompletely understood [31]. The signalling pathways initiated by type 1 interferons are best described in terms of their activation of signal transducer and activator of transcription (STAT) family members (STAT1 to STAT6) [32], the best studied of which are STAT1 and STAT3. STAT1 activation is dependent on both type 1 and type 2 interferons and results in a pro-inflammatory response, with recruitment of inflammatory cells and the enhancement of antigen presentation [31]. On the other hand, STAT3 activation is a key mediator of IL-10 signalling, and results in inhibition of inflammatory responses and directly inhibits STAT1 activation [31]. The role of STAT4 is less well described, but STAT4 activation may play a role in T helper 1 lymphocyte differentiation, which is an essential part of the host response to intracellular pathogens. Type 1 interferons are also necessary for the production of inducible nitric oxide synthase [33], which is in turn necessary for the clearance of intracellular bacteria. Interestingly, type 1 interferons are able to inhibit IL-1β production and inflammasome assembly by two separate mechanisms: the first is via inhibition of NLRP1 and NLRP3 inflammasomes in a STAT1-dependent manner; the second, is a reduction in pro-IL-1 levels via a STAT3-dependent pathway [34]. It has previously be shown that host response to B. pseudomallei is inflammasome-dependent [35]."
2515873,5,"The role of type 1 interferons in tuberculosis is unclear, since mice deficient in the production of type 1 interferons are better able to control M. tuberculosis infections [36], but type 1 interferons also play a non-redundant protective role in the absence of type 2 interferon signaling [37]. The role of type 1 interferons in the pathogenesis of melioidosis remains to be studied."
2515873,6,"PAMP-specific Responses. TLR4 and CD14 are upregulated in both melioidosis and tuberculosis. The classical ligand for TLR4 [38] and for CD14 [39] is lipopolysaccharide (LPS), which would explain this finding for B. pseudomallei. TLR4 will recognize heparin-binding haemagglutinin [40], and CD14 will bind lipoarabinomannan [41], both of which are expressed by M. tuberculosis."
2515873,7,"The pattern recognition receptors TLR5 [25] and NLRC4 [26] both recognize flagellin. No alternative ligand has yet been described for TLR5, so it is more difficult to explain why tuberculosis should apparently induce a flagellin-response. One explanation is that upregulation of pattern recognition receptors is not driven by their ligands. TLR5 expression is induced as part of the type 1 interferon response [42], while NLRC4 is upregulated as part of the TNF-α response [43]. Both pathways are prominent in the host response to melioidosis. In support of this hypothesis, the TLRs are upregulated as a group in both melioidosis (TLR1, TLR2, TLR4, TLR5, TLR6, TLR8 and TLR10) and tuberculosis (TLR2, TLR4, TLR5, TLR6, TLR7, TLR8)."
2515873,8,"Limitations and Future Research. Tuberculosis is strongly associated with HIV infection, but melioidosis is not. HIV targets primarily CD4-positive T-lymphocytes and lymphocyte depletion is a feature of all sepsis. Lymphocytes were depleted in both the melioidosis and the TB cohorts, so lymphocyte-related pathways and modules are missing from the whole blood gene expression data of both cohorts, making it difficult to make any comment about the relative role of CD4-positive cells in melioidosis compared to tuberculosis. The whole blood signature was dominated by neutrophils which may also have obscured any lymphocyte signature. Future studies that use purified lymphocytes harvested from melioidosis patients may shed light on this issue."
2515873,9,"Microarrays generate large amounts of data that are useful for the development of hypotheses. Our analysis has identified a number of other pathways that are differentially regulated in melioidosis, but which are unstudied to date. Notably, the TRAIL pathway is differentially regulated in melioidosis, but its role remains undefined at present. The glypicans (cell surface proteoglycans) contribute to cell proliferation and growth, both essential processes in the host response to infection. To date, investigations into the role of glypicans have been confined primarily to cancer biology, although glypican-deficient mice are more susceptibility to respiratory infections [44]. In tuberculosis, the glypican network appears to have greater prominence than even the interferon-mediated responses."
2515873,10,"Conclusions. Host responses to melioidosis and TB are dominated by interferon-signalling events, despite the fact that the organisms are unrelated and present completely different cell-surface PAMPs to the host. This is likely because they both stimulate host responses common to intracellular pathogens, and because the expression of pattern recognition receptors is not driven by their ligands, but by cytokine responses (primarily IFN-γ and TNF-α). The 86-gene signature identified by Berry et al. clusters melioidosis patients just as effectively as it clusters tuberculosis. It therefore seems likely that whole blood gene signatures will not be able to diagnose tuberculosis in areas where melioidosis and TB are co-endemic, but may find utility when interpreted in combination with clinical features. Further studies using direct comparisons will be required to confirm this finding."
1477397,0,"Our data suggest that melioidosis is the third most common cause of death from an infectious disease in our region after HIV/AIDS and tuberculosis. Deaths from melioidosis and tuberculosis were comparable in 2006, and melioidosis may become established as the second most common cause of death if the current trend of increasing melioidosis incidence is sustained. The population mortality rate for melioidosis is more than from malaria and diarrheal illness combined in this setting, diseases that are usually considered to be of high priority by funding agencies and global health organizations. We propose that the number of cases and deaths from melioidosis reported here represents a minimum estimate, because we have not accounted for patients presenting to community hospitals in the province who were not referred to Sappasithiprasong Hospital. There are several reasons for the lack of referral, including patients with mild disease and those who were seriously ill and died shortly after admission to a community hospital or during inter-hospital transfer. Diagnostic microbiology is not available in these hospitals, and it is also possible that the diagnosis could be missed. Melioidosis can present with a wide range of clinical manifestations, and our study shows that active use of diagnostic microbiology can improve case detection. It is also likely that melioidosis is underreported as a cause of death in the National Statistics; laboratory isolation and identification of B. pseudomallei may take up to 1 week, and one-half of deaths because of melioidosis occur in the first 48 hours after presentation to hospital when the true diagnosis may be unknown and not listed on the death certificate."
1477397,1,"The death rate from melioidosis showed a modest decline during the study period and is currently around 40%. This improvement was not associated with changes in recommended antimicrobial regimens over the study period. Ceftazidime has been the recommended first-line parenteral therapy at Sappasithiprasong Hospital for suspected or proven melioidosis after a study published in 1989 showed ceftazidime to be associated with a 50% overall reduction in mortality compared with a combination of chloramphenicol, doxycycline, and trimethoprim-sulphamethoxazole.17 Improved outcome from melioidosis over the study period may reflect improvements in the standard of medical care provided in provincial Thailand. However, the death rate of 40% is double that reported for patients with melioidosis at the Royal Darwin Hospital in Northern Australia.7 The major cause of death in our melioidosis patients is severe sepsis and the associated organ failure. Most cases are not treated in an intensive-care setting because of limited resources, and we propose that improvements in outcome would require investment in early sepsis management and critical-care facilities. Evidence for the efficacy of improved intensive-care unit management for patients with melioidosis comes from the experience described at the Royal Darwin Hospital.9 There is also anecdotal evidence from Khon Kaen University Hospital in neighboring Khon Kaen province where patients with severe melioidosis are treated in an intensive-care unit wherever possible and the mortality rate is around 20% (P. Chetchotisakd, personal communication)."
1477397,2,"There are several possible explanations for the increasing rate of melioidosis over time. Our method of case ascertainment did not change during the study, but most patients admitted to Sappasithiprasong Hospital were referred from community hospitals situated throughout the province; it is possible that referral patterns have changed over this period. A rise in incidence could also relate to rising life expectancy and a concomitant increase in people with pre-disposing conditions. Data available for life expectancy in Thailand between 1998 and 2004 show a modest increase from 68.9 years in 1998 to 70.3 years in 2004.16 The strongest risk factor for melioidosis is diabetes mellitus, which was shown in this study to put individuals at vastly increased risk of B. pseudomallei infection. The prevalence of diabetes in people in Thailand seems to be rising over time, and the reported rates of diagnosed plus undiagnosed diabetes are 2.3% for 1991, 4.6% for 1996, and 6.7% for 2004.15,16 The adjusted RR of melioidosis for diabetes of 12.4 in this study is consistent with that reported from northern Australia.6 We are not aware of any factors relating to changes in social behavior that would lead to an increase in the rate or duration of exposure to B. pseudomallei in the environment, and no association was found with annual rainfall. Understanding the reasons behind the increasing incidence in melioidosis is important for targeted prevention, and it is the basis of on-going studies."
1477397,3,"A limitation of this study is that the incidence of melioidosis and population mortality rates were based on active surveillance at a single hospital. This provides a minimum estimate for a single province and may not be accurate for the rest of northeast Thailand. To address this, we contacted 19 provincial hospital laboratories in northeast Thailand to obtain data on the number of culture-confirmed cases of melioidosis in 2007. A total of 1,865 culture cases were defined without active surveillance, including 387 patients defined from Ubon Ratchathani provincial hospital laboratory. This is equivalent to an annual incidence rate for northeast Thailand of 8.7 per 100,000 people (95% CI = 8.3–9.1 per 100,000 people), which is a minimum estimate that is significantly higher than the rate reported previously.2 Melioidosis is known to occur in the areas of Laos and Cambodia that are immediately adjacent to northeast Thailand,18–20 but incidence rates are poorly defined and may be grossly underestimated because of a lack of diagnostic microbiology facilities. We predict that melioidosis will become recognized as a major pathogen throughout this region in the wake of laboratory strengthening and use of standard guidelines for the investigation of suspected melioidosis."
1477242,0,"Our enhanced population-based surveillance provides updated estimates of the incidence and in-hospital mortality rate of bacteremic melioidosis among hospitalized patients in Nakhon Phanom, Thailand, during 2009–2013. The estimated average annual incidence of bacteremic melioidosis hospitalizations was 14.9 per 100,000 persons, very similar to our previous estimates from 2006 to 2008,9 and slightly higher than a hospital-based study of melioidosis in northeastern Thailand from 1997 to 2006 (12.7 per 100,000 populations).10 Overall incidence showed variability between years from 13 to 17 per 100,000 persons per year with a nonsignificant decrease in in-hospital mortality rate from 2009 to 2013."
1477242,1,"During 2009–2013, our incidence rate is still higher than country reported melioidosis morbidity rate from Thailand’s national surveillance system.28 During our investigation period, the national melioidosis morbidity rate ranged from 2.13 to 6.13 per 100,000 population with mortality rate less than 1%. This likely substantially underestimates the number of melioidosis cases and deaths in Thailand given the passive nature of the national surveillance system. Our investigation’s report showed the advantage of the integration of laboratory information and clinical information from hospitalized pneumonia surveillance to monitor melioidosis in this province. The ideal epidemiological system for monitoring infectious diseases morbidity and mortality would connect laboratory information, clinical information, and death registry data in the integrated reporting mechanism. The high observed incidence among patients aged 55–64 years may be due to this age group likely having higher prevalence of comorbid conditions known to be risk factors for melioidosis17 and having greater occupational exposures (e.g., rice farming).29 As noted in the recent melioidosis global burden of disease estimates, the true burden of this disease is likely still underestimated even in endemic areas.30 There was a marked temporal clustering of hospitalized bacteremic melioidosis patients during the rainy season from July through October similar to what has been reported elsewhere in Thailand and other endemic areas."
1477242,2,"The slight observed decrease in in-hospital mortality rate from 2009 to 2013 could have resulted from detection of more (and possibly less severe) cases through improved blood culturing practices or from improved recognition and awareness of the clinician for treating suspected melioidosis patients, especially during the rainy season since 2006. The in-hospital death of bacteremic melioidosis after installing the automated blood culture system decreased from 29% in 2006 to 21% in 20089 and continued to decrease to 13% in 2013. Previously, the number of in-hospital deaths of hospitalized melioidosis cases in Nakhon Phanom was reported as high as 56% in 2003 and 34% in 2005.32 Given the observed frequency of patients being discharged in poor clinical condition noted mortality could range from a low of 14% when limited to in-hospital deaths to 46% if all patients with poor clinical condition at the time of discharge subsequently died. Unfortunately, our database did not obtain the Thai identification number for tracking out-of-hospital deaths through the national death registry database. Although limited by a low number of patients per month, the in-hospital mortality rate was noted to be highest in November during the cool season, which could suggest lower clinician awareness compared with the rainy season and may indicate a need for continued sensitization of clinicians during non-rainy periods of the year when incidence is lower. Clinicians in endemic regions should have a high index of suspicion for B. pseudomallei infection throughout the year and empirical septicemia treatment guidelines should include antibiotics active against B. pseudomallei.12,17 This is particularly true for patients in the highest risk age-groups (patients aged more than 50 years), those with previously identified risk factors for B. pseudomallei infection such as diabetes mellitus and renal insufficiency, and those groups with likely intense environmental exposure, such as rice farmers and other agricultural workers. During the 5-year analysis period, in-hospital mortality rate was higher among melioidosis patients with pneumonia, which is consistent with recent studies in other locations.2,10 Although limited by the small number of cases annually, the observed decline in in-hospital mortality rates among patients with melioidosis pneumonia deserves further investigation and could relate to greater clinician awareness of melioidosis among severely ill patients with pneumonia."
1477242,3,"There were several limitations to our analyses. First, our investigation underestimated the overall incidence and burden of melioidosis in the province. We did not have information on outpatients or non-bacteremic melioidosis patients, and previous studies have shown that only around 50–60% of melioidosis patients in northeastern Thailand are bacteremic.1 In addition, the sensitivity of blood culture for diagnosis may be as low as 60%,33 so additional testing modalities would likely have identified more case patients. Second, we did not have information on outcome after hospital discharge, and more than a third of surviving patients had their discharge status listed as poor. Not including out-of-hospital outcomes likely led to an underestimation of overall mortality rate. Third, more than 40% of bacteremic melioidosis cases lacked details on clinical characteristics and antibiotic treatment, limiting the ability to assess overall disease severity and the impact of treatment on outcome among hospitalized bacteremic melioidosis patients."
1477242,4,"The burden of bacteremic melioidosis in Nakhon Phanom remains high despite the reduction in in-hospital case fatality seen since the introduction of automated blood culture capacity in the province in 2005. The continued high incidence of bacteremic melioidosis, pneumonia, and associated deaths in an endemic area is concerning given increasing numbers of persons with high-risk conditions such as diabetes, the incidence of which increased from 658 to 894 per 100,000 persons from 2009 to 2013 in Nakhon Phanom province.34 Therefore, maintaining sensitive BSI surveillance, which provides a consistent and comparable method to monitor and track trends in serious invasive infections, is vital to guide the development of affordable strategies to reduce morbidity and mortality. Such surveillance activities are also important for rapidly detecting, responding to, and controlling this public health problem, and thereby contributing to global health security. We encourage clinicians working in B. pseudomallei endemic areas to investigate potential melioidosis patients using standardized, validated microbiological techniques together with CXR, especially for patients presenting with sepsis or acute respiratory symptom in the rainy season. Consistent application of this approach will optimize the opportunity for early diagnosis and targeted treatment to improve outcomes. Increased availability of tests with faster turnaround times than conventional blood culture including sensitive, point-of-care tests or use of advanced molecular methods, may allow for earlier provision of life-saving treatment. Promising options, including PCR, latex agglutination, and lateral flow assays have been recently developed, and evaluations of these tests in the clinical setting are underway.35 In the absence of an approved human vaccine, the identification of alternative prevention measures for melioidosis are urgently needed in high-burden areas, especially for known high-risk groups such as patients with diabetes, renal failure patients, and older adults."
429616,0,"Gene expression profile of cytokines. Our gene expression analysis of melioidosis patient samples did not reveal any statistically significant differential gene expression pattern in comparison with healthy controls (Table 2, Fig 1). The cytokine cascade events following B.pseudomallei infection has been studied in several animal models and show an up regulated mRNA expression of inflammatory cytokines such as IL6, IL12, IL10, IFNγ, TNFα and IL1β within 72 hours of infection[10, 11, 31, 32]. Studies have also shown an elevated level of expression of IL8, IL6, IL12, IL18, IL15, and IFNγ in plasma of melioidosis patients[12, 33]. Our findings are contrary to a published study showing an increased mRNA expression of inflammatory response genes such as IL6, IL15, IL10, IL4, IFNγ, TNFα and IL1β in melioidosis patients compared to healthy controls [9]. Majority of our samples in the melioidosis cohort, consisted of patients with greater than 10 days of fever/clinical symptoms and antibiotic treatment, in comparison to other studies which have sampled melioidosis patients in early acute phase, within 3 days of antibiotics treatment. This could have been the main reason for the contradicting result. We did not have adequate number of samples in early acute phase of melioidosis (n = 4) to see a statistically significant differential expression compared to healthy controls. Melioidosis patients display differential expression of several immune response genes compared to cases of sepsis resulting from other infections, indicating that the differential expression of these genes can be used as diagnostic marker for melioidosis."
429616,1,"IL4 was up regulated in the melioidosis patients, including the diabetic cohort, compared to other sepsis cases (Tables ​(Tables22 and ​and5,5, Figs ​Figs11 and ​and3).3). IL4 plays a major role in B-cell activation and T-cell proliferation, thus acting as a key regulator of humoral and adaptive immunity. Its role as an anti-inflammatory cytokine participating in decreasing the production of Th1 cells and pro-inflammatory cytokines is suggestive of down regulation of inflammatory responses in melioidosis. Up regulated IL4 expression has been reported in melioidosis patients and acute melioidosis models [9, 13]. Thus, further investigations are currently being carried out on gene expression of IL4 and closely related anti-inflammatory cytokine IL13 in melioidosis patients."
429616,2,"IL8 was significantly down regulated in septicaemic melioidosis patients when compared to other sepsis cases, suggesting that it could be a marker of disease severity (Table 3, Fig 1). IL8 down regulation in early acute melioidosis cases (less than 15 days of fever/clinical symptoms and antibiotic treatment) was also seen compared to other sepsis cases (Table 3, Fig 2). A study using a human lung epithelial cell line showed that IL8 production upon B. pseudomallei infection was lower than cells infected with other gram negative bacteria which is in agreement with our findings [34]. Studies have also shown that B. pseudomallei can activate NF-κB and induce IL8 production without involving TLRs[35]. Increased level of plasma IL8, IL6 concentration being associated with mortality have also been reported[33]. Type 2 diabetes (T2D) has been reported to be a significant comorbidity associated to melioidosis, particularly septicaemic cases [36]. A study by Morris et al, showed significantly elevated levels of IL8 in plasma of diabetic cohorts compared to non-diabetics 3.5 hours after B. pseudomallei stimulation, suggesting a dysregulated immune response in T2D as underlying factor for susceptibility to melioidosis[37]. Thus IL8, a key mediator of innate immunity associated with inflammation, being down-regulated in early acute stages of melioidosis and in septicaemic cases needs to be investigated further with a larger sample pool, to get a better understanding of IL8’s role in disease severity."
