doc_id,discussion_id,text
761719,1,"In Iran, identification of BTV in suspected cattle and sheep based on clinical manifestations was performed. However, there are some limitations and problems. First, it should be considered that clinical expression of BTV regarding strain and virus intensity, cattle race and environmental condition varies from per acute to subclinical. Second, symptoms of disease in sheep can be mistaken with those of other viral much diseases and even some of the non-viral diseases.19 The objectives of the used C-ELISA test were both to confirm the BTV infected status of sheep in suspicious holdings in west and northwest of Iran (Diagnostic test). Thus, its use has been more and more often abandoned and replaced by C-ELISA tests, which are rapid and easier to use, more sensitive and specific.20 In this study, the prevalence rate of BT antibodies in sheep was 40.87%. In other countries, the prevalence was as follows: 21.40% in Kazakhstan,6 29.59% in southeastern Turkey,14 62.69% in India,21 54.10% in Saudi Arabia,22 and 48.70% in Pakistan.16 Climatic factors play an important role in the occurrence of BTV infection in animals and influence the size of vector populations and periods of their seasonal activity.23 An analysis of climatic data was used to model the potential distribution of Culicoides imicola in Europe, predicting that might have spread from Spain, Greece and Italy to some areas along the Croatian coast as well as to the coastal areas of Albania, Serbia, Montenegro, Bosnia and Herzegovina.24-27 Although more than 1000 species of Culicoides spp. are known worldwide, relatively few of these species have been incriminated as vectors of BTV.28 Culicoides from western Turkey in relation to bluetongue disease of sheep and cattle was reported.29 Species of vector insects that transmit BTV differ amongst regions, and are especially poorly characterized in the portions of Asia that are devoid of C. imicola, the traditional African-Asian vector of BTV.2,7,29 Animals entering the western border of Iraq to Iran can be a cause of high titers of antibodies against the bluetongue virus in west of Iran. The prevalence of BT antibodies in sheep in the northwest of Iran was 33.75%. Although BTV infection of sheep is clearly widespread in northwest of Iran, the specific virus serotypes and vector insects that occur within the region remain uncharacterized, as they are in adjacent countries such as Kazakhstan.6 The highest prevalence of BTV in sheep was in West Azerbaijan (64.86%) and Ilam (42.65%)."
761719,2,"The results show that BTV infection is present in live-stock animals in province. Some similar studies have been carried out in different area of country that mostly reported prevalence in the similar study. For example, 76.44% in East Azerbaijan,30 34.70% in West Azerbaijan,7 33.33% in Kerman,31 45.90% in Kurdistan, 32 53.37% in Isfahan.33"
761719,3,"Furthermore, BTV infection in sheep apparently is largely subclinical.7 During the BTV epidemics in Europe in 2008, Williamson and colleagues34 considered clinical signs for diagnosis of the disease. The results showed low specificity of this method. These researchers believe that sometimes clinical signs of BTV in sheep are mistaken with those of such diseases as foot and mouth disease (FMD), ovine rinderpest, contagious ecthyma, and hemonchosis.35,36 Iran located in the southeast of Europe makes it an important potential source of BTV strains and serotypes that might incur into adjacent areas.5,37"
761719,4,"In conclusion, seroprevalence of BTV has been never before reported in many area of Iran (Ardabil and Ilam). As per our knowledge, this is the first study was evaluated the prevalence of antibodies to BTV in sheep in some provinces of Iran. The results showed that a high incidence rate of BT antibodies has been detected in sheep in Iran that indicate serological evidence of exposure to infection was widely distributed in some provinces. There are no restrictions on the movement of animals from one region to another within the country. Thus, outbreaks may also occur due to transportation of animals. Consequently, a well-defined control strategy for preventing and controlling the BTV may be based not only on vaccination plans and vector eradication but also restriction on the movement of animals from one region to another within the country. As a vaccination for BT is not implemented in Iran, a seropositive result indicates BT infection in domestic population.4,31 Further researches on the isolation and identification of BT virus in sheep are encouraged."
921211,0,"In this study, we showed that NS4 is an IFN antagonist and a virulence factor for BTV. BTV NS4 deletion mutants replicate as efficiently as wild-type viruses in cell lines that lack a competent innate immune system and are lethal to IFNAR−/− mice (8). In contrast, here, we demonstrated that NS4 facilitates BTV replication in vitro in IFN-competent cells and in vivo in sheep, the animal species most affected by bluetongue."
921211,1,"BTV induces a type 1 IFN response in vivo and in vitro (38,–42). Our data strongly suggest that NS4 is required by the virus to help overcome the cellular innate antiviral responses. Reporter assays revealed that NS4 can inhibit transcription from a variety of mammalian and viral promoters while having little if any direct impact on mRNA editing or translation. However, NS4 does appear to influence the extent of the host IFN response, as supernatants of primary sheep endothelial cells infected with BTV8ΔNS4 contained more IFN than supernatants collected from BTV8wt-infected cells, a result that may explain the more efficient growth of BTVwt in IFN-competent cells. These results were supported by RNA-seq analyses of nascent RNA isolated from infected and mock-infected cells. Genes relating to the innate immune system were among the most upregulated genes in BTV8ΔNS4-infected cells, even if some of them were also found to be upregulated in BTV8wt-infected cells, suggesting that NS4 is not by itself sufficient to entirely inhibit the host IFN response. Most of the genes that were specifically upregulated in BTV8ΔNS4-infected cells compared to BTV8wt-infected cells were ISGs, including those encoding well-characterized antiviral factors."
921211,2,"Overall, the data obtained in this study indicate that NS4 exerts its effect upon the antiviral host response at a point upstream of RNA editing and translation. Interestingly, NS4 possesses features of a transcription factor of the bZip family, with a basic domain followed by a leucine zipper motif (67), and it has been suggested to have the ability to bind DNA, based on DNase protection assays (9). Our reporter assays, showing that NS4 inhibits transcription from a variety of promoters, including IFN-β and an ISRE-containing promoter, suggest that the protein may inhibit cellular transcription. In a previous study, we showed that NS4 displays nucleolar localization in infected cells (8). Thus, a direct interaction of NS4 with transcription factors and/or chromatin resulting in the downregulation of cellular transcription is a possible mechanism of action for the protein. In support of this hypothesis, we found that the NS4 protein of a BTV-1 strain that did not show nucleolar localization was not able to modulate gene expression in reporter assays. It is also possible that NS4 inhibits IFN-β activation before transcription. Nuclear translocation of IRF-3 and NF-κB appeared to occur at similar levels in both BTVwt- and BTVΔNS4-infected cells, suggesting that NS4 does not prevent PAMP recognition by host cells. However, it is possible that IRF-3 or NF-κB could be inhibited by NS4 in the nucleus. It is important to note that, in a previous study, we showed that NS4 confers a replication advantage on BTV in cells pretreated with type I IFN, highlighting its ability to counteract the innate immune response after IFN activation. Hence, it is less likely that NS4 blocks PAMP recognition and subsequent signaling. More studies will be necessary to fully dissect how NS4 counteracts the host innate immune system. Obviously, NS4, like other nonstructural proteins of different viruses, might have different functions and antagonize the IFN response via multiple mechanisms. For example, the NS1 protein of influenza A viruses inhibits IFN production by blocking IRF3 and NF-κB activation and mRNA maturation (68, 69)."
921211,3,"It has been known for at least 3 decades that BTV induces host protein synthesis shutdown (22, 64, 65). Recent studies suggest that BTV NS1 favors viral RNA translation and therefore competes with cellular protein synthesis (22). A key difference between mammalian and BTV transcripts is the lack of a poly(A) tail. The NSP3 protein of rotaviruses (also members of the Reoviridae) acts in a similar fashion and outcompetes the poly(A) binding protein of cells, thus biasing translation of viral transcripts (70, 71). It remains possible that a similar mechanism may exist for BTV. Our data, obtained in metabolically labeled cells, confirm that BTV induces host protein synthesis shutdown and also establishes that this occurs largely independently of NS4. Hence, other BTV proteins might also play a similar role in the shutoff of host cell protein synthesis or function in different ways as IFN antagonists. For example, NS3 is believed to modulate IFN induction downstream of RIG-I and upstream of IKKε activation. Therefore, NS3 and NS4 may potentially act synergistically to counteract the innate immune system (28). In addition, it has also been shown that BTV inhibits the IFN signaling pathway by downregulating key components of the JAK/STAT pathway: JAK1 and TYK2 (43). The downregulation of JAK1/TYK2 may be the result of a specific interaction with a BTV protein and/or due to the general host protein synthesis shutdown induced by the virus. We did not find either of the two genes to be differentially expressed in BTV8wt- or BTV8ΔNS4-infected cells."
921211,4,"In this study, we showed that BTV8ΔNS4-infected sheep display lower levels of viremia, lasting for shorter periods, than the viremia observed in animals infected with BTV8wt. The levels and duration of viremia in infected animals are essential factors for successful transmission between the mammalian hosts and the intermediate arthropod vectors. As mentioned above, BTV infection can result in a lethal hemorrhagic fever in some animals, while in others, the virus induces a mild febrile illness or even a clinically unapparent infection. The data obtained in this study provide evidence that viral proteins modulating the host innate immune response play a significant role in viral pathogenesis. This study lays the foundations for a deeper understanding of the mechanisms by which BTV antagonizes the IFN system, in turn helping us to define the molecular determinants of BTV virulence."
1200121,0,"From this study it is revealed that antibodies to BTV is highly prevalent in sheep and goats of south west Ethiopia. The results of the present study revealed the first confirmation of BTV antibody in sheep and goats from South west Ethiopia. Although, seropositivity to bluetongue virus has been reported earlier in small ruminants in Ethiopia, it has covered only a small region without mentioning the association of risk factors [9, 10, 13]. In the present study 30.6% (129/4220 serum samples of small ruminants were found positive to antibodies to BTV. This findings is in agreement with the results of Gulima [10] who reported 34.1% seropositivity to BTV in indigenous sheep of Northwestern Ethiopia. The seropositivity to BTV in small ruminants (28.6%) in India [14], domestic livestock (23%) in Kazakhstan [15], sheep in Iran (35.9%) [16], sheep in Iran (34.93%) [17], goats in Iran (39.47%) [18], small ruminants in Turkey (29.5%) [19], sheep in Iran (37.7%) [20] and again sheep in Iran (33.75%) [21] has also been reported from other parts of the world."
1200121,1,"The present finding is found to be relatively lower than the previously reported seroprevalence to BTV in small ruminants by different authors in different countries such as 41.17% in small ruminants in Southern Ethiopia [13], 46.67% in sheep in central Ethiopia [9], 78.4% in small ruminants in Grenada [22] and 45.7% in small ruminant in India [23]. However, 30.6% seropositivity to BTV in small ruminants in the present study is comparatively higher than the reports of other researchers like 6.57% in sheep in Southeast Iran [21], 6.96% from small ruminants (13.7% in goats and 5.70% in sheep) in Algeria [24], 2.63 and 5.3% in small ruminants in Kerala and Karnataka (India) [25, 26] respectively. In the present study, the difference in the seropositivity might be due to difference in animal species, age of sampled animals, immune status of sampled animals, agroclimatic zones, ecology, and types of culicoides vectors."
1200121,2,"In the current study, seropositivity to BTV in goats was higher than sheep. Higher seroprevalence among goats compared to sheep indicating that goats play an pivotal role in the epidemiology of BTV. Whereas, sheep which are highly susceptible animals to BT show distinct clinical signs and die of the disease. It is also an established fact that goats with minimum clinical manifestation maintain high titer of BTV and may be the potential source of infection to other susceptible animals [13, 14]."
1200121,3,"It has been recorded that BT virus infection is increased with increasing age of animals and this is in agreement with the reports of Yilma and Mekonnen [13]. Assessing age as a risk factor, there was a statistically significant association (P < 0.05) with the prevalence of BTV specific antibody in the study animals. It was shown that the younger animals started to get infected with BTV after the age of included at category of adult level. At this age, the animals are usually released into the pasture for grazing, where they are likely to be exposed to infection by vectors and subsequent BTV infection. Young age groups are usually kept indoors and are well taken care of by the owners from contracting infectious diseases, particularly the insect and tick-borne infections [27, 28]."
1200121,4,"This study was also assessed the effect of agro ecology on the seroprevalence of the BTV antibody and found that animals at low altitude are more prone to BTV infection than high altitude. This is in agreement with different authors [18, 22]. The prevalence correlated with the probable distribution of the Culicoides vector. In addition environmental changes can influence the incidence, distribution and evolution of infectious diseases, particularly those transmitted by arthropod vectors [29]."
921401,0,"Most infections of susceptible hosts by pathogenic viruses result in clinical manifestations that can vary greatly in their severity. For some viruses, such as avian influenza virus, for example, low and highly virulent strains are distinguishable by clear genotypic differences (76). Nevertheless, in some circumstances, even infection of susceptible hosts with highly pathogenic viruses can result in mild or unapparent clinical symptoms."
921401,1,"Bluetongue is a disease characterized by a highly variable clinical spectrum (21,–24). Understanding the basis for this variability is complicated by the fact that BTV exists in nature as many diverse strains representing different serotypes, topotypes, and reassortant viruses often cocirculating in the same geographical area. In addition, BTV can infect a variety of ruminant species, each with different genetic and immunological backgrounds. Furthermore, BTV is transmitted by different species of Culicoides in diverse ecological contexts. There have been several studies concerning naturally occurring bluetongue or experimentally induced disease, clearly indicating that factors related to both the mammalian host and the virus can influence the outcome of BTV infection (55). However, it is not always straightforward to compare data from different studies. Thus, the weight given to different host or virus factors in determining the clinical outcome to BTV infection can differ in heterogeneous ecological or experimental settings."
921401,2,"In this study, we dissected both host and virus factors that can affect the clinical outcome of BTV infection. The use of a uniform experimental framework has allowed us to rigorously interrogate both experimental questions addressed in past studies (55), as well as to explore hitherto unanswered questions. First of all, as suggested previously (24, 32,–36), we confirmed that while both sheep and goats are fully susceptible to BTV (in this case BTV-8) infection, the former are more susceptible than goats and more likely to develop clinical disease. The levels of viremia in BTV-infected goats were not different from (if anything, higher than) those observed in infected sheep. These data confirm that BTV is able to replicate to high levels in goat tissues but cellular damage, either induced by the virus or the host immune responses, does not likely occur. We do not know if goats would be more susceptible to disease if we had used higher infectious doses. We have used 2 × 106 PFU of BTV in our experimental infections, and this is likely far more infectious virus than is transmitted in nature by infected midges. In addition, studies in sheep using as little as 101.4 TCID50 were able to induce infection in this animal species (66). In two previous studies, also using BTV-8 isolates from the Netherlands, some of the experimentally infected goats developed mild clinical signs, fever, and viremia (34, 36). However, in both studies, goats were infected intravenously (34, 36), and in one of them animals were infected at day 62 of gestation (36). Another study used BTV-4, which was isolated in embryonated chicken eggs and passaged seven times in BHK21. Only 1 of 11 goats (of two different breeds) infected with this virus showed transient pyrexia, but at the same time 10 of 12 inoculated sheep did not show fever or signs of disease either (32). Thus, this study confirmed that the mammalian host species is certainly one of the main factors that determine the clinical outcome of BTV infection."
921401,3,"We did not find major differences in the susceptibility of sheep breeds from the Mediterranean area (Sardinian and Italian mixed breed) and Northern European breeds (Dorset poll) to bluetongue, despite their distinct geographical, historical, and breeding backgrounds (47). Thus, variations in the susceptibility to bluetongue of different sheep breeds might not be as pronounced as originally thought. It is also important to stress that bluetongue itself was first discovered in European breeds imported into South Africa (77). Those breeds showed a higher susceptibility to bluetongue than local animals, although the influence of herd immunity on the latter could have also played a role. It is therefore difficult to weigh the influences of the host's genetic background, previous BTV exposure, or the insect vector on the susceptibility to the disease in that particular context."
921401,4,"We have also analyzed the influence of divergent viral serotypes, and closely related but distinct strains within the same serotype, on the clinical outcome of bluetongue. BTV-8NET2006 is considered to be a highly pathogenic virus (both in terms of morbidity and mortality) and the cause of one of the largest outbreaks of bluetongue in history (48,–51). However, in our experimental setting, we did not find any difference in virulence between BTV-8NET2006 and another serotype, such as BTV-2IT2000, which was isolated in Italy in the year 2000 from a naturally occurring case of bluetongue in sheep. Another study, comparing the virulence of BTV-1 isolated from Algeria and a 2006 isolate of BTV-8 from Belgium, concluded that the former was more virulent than the latter (78). Although in that particular study the cell culture passage history was not described and viruses were inoculated subcutaneously, it appears that the overall data suggest that in itself BTV-8NET2006 is not necessarily more virulent than other BTV serotypes, such as BTV-2 or BTV-1, that have been circulating in Europe in the last decade. It is likely that other factors, such as the rapid spread of the infection to an extremely large number of fully susceptible and naive hosts (never previously exposed even to heterologous BTV serotypes), contributed to the number of severe cases of disease observed during the Northern European outbreak caused by this strain of BTV."
921401,5,"The BTV-8NET2006 strain was isolated from samples collected at the beginning of the European outbreak of this virus. Since the original cases identified in 2006 in central Europe, BTV-8 moved in subsequent years toward several surrounding geographical areas (including southward). Interestingly, in Northern Italy and in Sardinia, BTV-8 (termed in this study BTV-8IT2008) was detected only at the serological level in a few animals, but it was not associated with clinical disease (G. Savini, personal communication). We showed conclusively in our study that BTV-8IT2008 was less virulent than BTV-8NET2006. BTV-8IT2008 accumulated several nonsynonymous mutations in structural and nonstructural proteins (including VP1, VP2, NS1, and NS2) already implicated in attenuation of tissue culture-adapted BTV-2, BTV-4, and BTV-9 (57). Thus, this study formally proves the appearance of less virulent strains during a BTV outbreak. The comparative smaller number of severe cases of bluetongue in areas where it is endemic might depend upon several factors, including the levels of herd immunity, the decrease in virulence of circulating BTV strains, and, possibly, the long-term selection of genetically resistant individual animals."
921401,6,"Finally, we further investigated the observation that experimental infection of sheep with blood collected from naturally occurring cases of bluetongue appears to induce, in general, more severe clinical cases compared to the disease induced in sheep infected with viruses isolated in tissue culture or embryonated eggs (20, 61). Indeed, we have confirmed in our experimental framework that sheep inoculated with BTV-8NET2007(blood) displayed a more severe disease and higher levels of viremia than those infected with the virus isolated in cell culture [BTV-8NET2007(1KC-2BHK)]. It is unlikely that factors present in the infected blood could be the cause of more severe clinical signs in sheep. Importantly, the highest levels of fever and the most severe clinical signs in sheep infected with BTV-8NET2007(blood) were observed between days 6 and 11 p.i., when the levels of BTV in the blood were at their highest."
921401,7,"Virus passaging in tissue culture can lead to adaptive changes in the viral genotype that could in turn affect viral virulence. However, we found only 2 synonymous mutations between the consensus sequence of BTV-8NET2007(blood) and the cell culture-isolated virus BTV-8NET2007(1KC-2BHK). Both mutations were present in approximately 10% of the variants of BTV-8NET2007(blood), and interestingly they were both selected in two independent experiments. It is possible that these silent mutations in some way affect viral virulence. In addition, the sequencing methods used did not cover the noncoding regions of each segment, and therefore we may have also missed other important mutations. However, overall there appears to be very little (or no variation at all) at the consensus sequence level (at least for BTV-8) of viruses isolated from blood or minimally passaged in cell culture. RNA viruses have the highest error rates (10−4 to 10−6 per nucleotide site per genome replication) of any microorganism due to their RNA-dependent RNA polymerase lacking proofreading activity during RNA synthesis (79, 80). As such, RNA viruses exist as a population of variants, genetically closely related but distinct from their consensus sequence. It is rational to argue that the opportunity to quickly adapt and generate diverse viral populations is critical for the survival of RNA viruses (74) in the face of selective pressures, including the innate and adaptive antiviral responses of the host. For example, poliovirus mutants with a high-fidelity polymerase (and thus low population diversity) display an attenuated phenotype in mice, despite possessing identical consensus sequences to the virulent wild-type viruses (81,–83)."
921401,8,"We found that BTV-8NET2007(blood) contained the largest number of high-frequency variants. However, when BTV-8NET2007(blood) was passaged in insect KC cells, the resulting viral population [BTV-8NET2007(1KC)] showed the overall highest number of variants, even higher (∼ 60%) than those in the blood before tissue culture isolation. A severe genetic bottleneck was observed after viral passaging in mammalian BHK21 cells, with the resulting viruses [BTV-8NET2007(1KC-1BHK) and BTV-8NET2007(1KC-2BHK)] showing the smallest degree of variability."
921401,9,"These data suggest that BTV virulence is affected not only by changes in the viral proteins selected at the consensus level but also by the genetic variability of the population as a whole. This hypothesis is also supported by previous observations made in a limited number of genes before the advent of deep sequencing (84, 85). In a study that analyzed segment 2 of a virulent strain of BTV-1, Gould and Eaton (84) showed that the consensus sequence did not change after a single passage in tissue culture that resulted in viral attenuation. In addition, Bonneau and colleagues (85) showed that the number of variants observed in segment 2 and 10 of plaque-purified BTV-10 increased during transmission of the virus between ruminants and insect vectors but without changes to the consensus sequence."
921401,10,"Thus, “flat” populations containing a relatively small number of variants appear to be less virulent than more variable populations."
