Id;Disc_id;Paragraph
1904879;2;In the present study, CareStart RDT sensitivity (82.4) and specificity (76.6) did not reach the values indicated by the manufacturer (98% and 97.5%, respectively). The PPV was 57.4%, and the NPV was 91.9%. This could be explained by the difference between populations used to estimate these parameters. In the present study, we evaluated a population with all levels of parasitaemia, whereas the manufacturer s tests were done on samples with a density of >?200 parasites/?L of blood. The results from this study are consistent with similar studies reported in Africa. A study by Wanja et al. [40] in Western Kenya showed that CareStart (G0181, G0131 and G0141) had a sensitivity range of 86.9 95.48%, specificity range of 71.2 81.4%, PPV range of 59.2 72.8 and NPV range of 91.9 97.9. Also, Maltha et al. [41], in a reference setting showed the sensitivity of the CareStart Malaria HRP2/pan kit for the detection of P. falciparum to be 84.8 92.0%. Findings from this study demonstrated a higher CareStart RDT (G0141) performance characteristics when compared with a previous study carried out by Ndamukong-Nyanga [21] in the Mount Cameroon area (sensitivity?=?48.5%, specificity?=?84%, PPV =?62.3% and NPV?=?75.0%) even though their mean parasite density/?L of blood (2333, range 18 16,000) was higher. However, a lower sensitivity in performance could be attributed to a prozone effect which has been reported as a cause of false negative HRP-2 RDT [42]. On the other hand, a study by Maltha et al. [43] in Burkina Faso demonstrated higher sensitivity, specificity, PPV and NPV of 100%, 70.9%, 69.4% and 100%, respectively, for PfHRP2 detection. Likewise, a study by Diallo et al. [42] in Senegal demonstrated that CareStart  RDT showed high sensitivity (97.3%) and specificity (94.1%) with PPV and NPV of 97.3 and 94.1%, considering polymerase chain reaction as standard. The higher performance of the HRP2 RDT from these studies was probably due to their study design. Unlike our study which was on non-clinical cases and had as limitation a less sensitive gold standard the Giemsa-stained microscopy when compared with the highly sensitive PCR, these studies were all hospital based and the occurrence of fever was an inclusion criterion. The sensitivity of the RDT in this study increased with an increase in parasite density achieving a sensitivity of 96.1% at parasite density greater than or equal to 200 parasites/?L of blood, as recommended by WHO [17]. This is in line with several studies [40, 41, 44] where the sensitivity increased to >?95% at parasite densities greater than 200 parasites/?L of blood. This finding confirms the inability of RDTs to reliably detect malaria parasites at very low parasite densities. The CareStart RDT was positive for all febrile children with malaria (100%). This study also demonstrated that febrile children were 6.7 times at higher odds to be positive by RDT when compared with afebrile children. A sensitivity of 100% was reported by Maltha et al. [43] among hospitalised febrile children in Burkina Faso. Moreover, studies by Wilson [45] reported that patients with febrile illness in endemic areas are likely to be diagnosed with malaria. While the CareStart RDT could be considered a useful diagnostic tool for ruling out malaria in cases where good Giemsa microscopy is not available or appropriate in the health facility, its applications in communities and population-based screening with a higher proportion of asymptomatic cases are limited. Findings from the study showed a low positive predictive value (57.4%) indicating a high false positive rate. This could probably be due to prior infection and subsequent effective treatment as reported in the structured questionnaires. This study indicated that children who had a history of fever within a month prior to the survey were 4.6 times more likely to be positive by RDT. The HRP2 antigen detected by this RDT has been demonstrated in several studies to persist in the blood stream between 14 and 30?days before being cleared completely [46, 47]. Moreover, as a limitation in the study, rheumatoid factor which was not measured has been suggested to produce false positive due to binding IgG [48]. The relatively high negative predictive value (91.9%) in this study indicates the likelihood of the RDT to correctly identify a child without malaria as true negative, hence showing a substantive ability to differentiate between children who had malaria and those without. Hence, this RDT could be confidently used to confirm negative test patients as non-malaria patients. The false negative results produced by CareStart (G0141) could be accounted for by deletions or mutations of the HRP2 gene such that the parasite no longer produces the antigen or produces the mutant antigen that is not recognised by antibodies on the test strip [22]. This study revealed that children under 5 years were 2 times more likely to be positive for RDT when compared with older children. Similar results with a decrease in sensitivity of the Paracheck-Pf RDT in older age groups have been reported in Tanzania [49]. This is probably because younger children are more vulnerable to the disease and have higher parasite loads when compared with older children. This observation is in line with reports from other studies [2, 50]. Findings in this study also revealed higher odds of having a positive RDT among anaemic than non-anaemic children. This is probably because of the likelihood of anaemic children having Plasmodium infection and a higher parasite load. Malaria has been reported by several authors to contribute substantially to anaemia in malaria-endemic regions [39, 51] and this study attests to this.
544861;1;Majority of the facilities still use syndromic approach in the diagnosis of malaria. This finding is not surprising as this had been previously reported from many endemic countries [6]. Using a syndromic approach in diagnosis of malaria means increased likelihood of unnecessary prescribing of antimalarials [11], because some other febrile illnesses that are not malaria might have been treated as malaria. Also the use of, laboratory diagnosis (RDTs and microscopy) was low in this study. The low use of microscopy at 39.2% for diagnosis in this study is similar to the findings of a previous study in Nigeria where a study based on an audit of 665 patients' records from public and private hospitals found that 45% of patients had diagnostic blood slides [20]. Laboratory diagnosis can improve rational provision of malaria treatment service as it has been found that prescribing anti-malarials only after laboratory confirmation reduced the total number of prescriptions by 68% in Malawi [21]. The level of awareness of RDTs by all the providers was not high enough for such an item of enormous utility as RDTs. This calls for the employment of means of creating awareness about RDTs among health workers. If people do not know about a new product and the likely benefits that could accrue from its use, they are not likely to use it and this may lead to market failure. Doctors, CHEWs and laboratory technologists were more likely to be aware of RDTs than nurses. This is not unusual for the laboratory technologists since their main job is to conduct tests. The respondents in urban areas and in public facilities were more likely to be aware of RDTs. The reason for this may be that more attention has been paid to public facilities by government and partner agencies in recent times to improve the case management of malaria in Nigeria.
544861;2;If more than half of the respondents said RDTs were ever available at their facility of work, and yet the rate of use is low, it then becomes a cause for concern and a threat to the current effort to improve the case management of malaria. Some health workers gave the unreliability of RDTs as a reason for not utilizing available RDT kits. This suggests they do not trust the results despite the fact that RDTs have been found to have a sensitivity of 90.6% and a specificity of 95.9% in Nigeria [9, 10]. It has been noted that health workers still treat for malaria even when RDT result is negative [22]. However, most of the health workers who are still using RDTs tend to be satisfied with the results they get. It is possible that poor technique, or even poor preservation of the RDT kits could give rise to poor results which made some health workers to say they stopped using RDTs because it was not reliable. Heat-stability has been noted to be a major concern for some RDTs, especially under field conditions and the health workers may have been exposed to different brands of RDTs including those with health stability problems [14]. Interestingly, RDTs were more available in the rural facilities than urban facilities, a finding that favours the scaling-up of RDTs since a majority of Nigerians live in rural areas. However, the fact that the government was the source of RDTs for only 3 facilities is worrisome. How does W.H.O. intend to promote the RDT use if the government is obviously lacking any interest? This is further confirmed by the fact that the source of information on RDTs was never through formal training sessions promoted by government, as it should be. Although RDTs are still new in Nigeria and currently there are no policies in place on its usage in the diagnosis of malaria except for that from W.H.O, government should play a lead role and make RDTs available to more public facilities.
544861;3;Surprisingly, the drug of choice for the treatment of uncomplicated malaria in the study areas was ACT. This is particularly a positive development in the push to improve the case management of malaria in Nigeria. However, this finding contrasts with a Nigerian survey of malaria control practices that showed that less than a fifth of the primary and secondary health facilities used the recommended ACT [2] and that monotherapies such as Chloroquine, SP, Quinine, Artesunate and Dihydroartemisinin were still widely used for treatment of malaria [26]. ACTs especially the recommended first-line types in the national treatment policy (Artemether-Lumefantrine (AL) and Artesunate+Amodiaquine (AA) were readily found in public facilities in diverse trade names. However, it will be noted that as a matter of policy, ACTs are supplied free of charge to children who are under 5 years in public health facilities in Enugu, Nigeria [27] and this may have accounted for the large presence of ACT in these facilities. The Nigerian malaria control programme also delivered 4.5 million courses of ACT in 2006 and 9 million in 2007 [4]. ACTs can also be purchased over the counter without a prescription, and can be dispensed by a non medical personnel. In Nigeria, pregnant women and children receive free SP and ACTs respectively from all public health facilities; however this does not apply to private facilities. In the private sector charges are fixed by the owners of the facilities while in government facilities there are often specified fees for services.
544861;4;The study shows that ACTs were still not readily available in private facilities but were more available in both types of facilities than RDTs. This calls for strategies to ensure that both ACTs and RDTs are made available to private health care providers at a subsidized rate in form of public private partnership. But in doing this, there is need for sustainable monitoring systems as monitoring and influencing the quality of private services is recognized as a key component of effective malaria treatment [28] However, the fact that ACTs are readily available (and not RDTs) and are used and considering the fact that most health workers still employ syndromic approach for the diagnosis of malaria, it then means that some patients will be treated with ACTs without laboratory diagnosis. Parasitological diagnosis of malaria is an important parameter leading to the appropriate use of anti-malarial drugs. Improper and abusive use of ACTs without proper diagnosis will have a direct clinical and economic impact [6, 29, 30]. This therefore calls for interventions at policy and programmatic levels to improve treatment provision. And one obvious intervention will be ensuring that providers stocked adequate doses of RDTs and ACTs and subsequently used them so as to decrease unnecessary treatment and reduce societal costs of malaria. We did not review the brands of RDTs found in these facilities and we acknowledge this to be a limitation of the study. Further studies should audit the type of RDTs in these facilities as they vary greatly in effectiveness. The sampled facilities may not be a representative sample for the whole country and therefore the results may not be representative of the country. Nevertheless, we believe that this is a representative sample of all health facilities in the area of study and the state and therefore a good starting point in understanding the tremendous gap existing between the optimal, W.H.O. promoted policies of RDTs and ACTs and the real application in practice.
361983;1;This study showed that in an area with moderate malaria transmission, more than a third of patients with positive HRP2-based RDT tests had a negative blood film and may have been incorrectly diagnosed as a case of clinical malaria due to persistence of the HRP2 antigen from an earlier infection. It is possible that a few patients with submicroscopic or low levels of parasitaemia might have been wrongly classified as negative with microscopy. However this number is likely to have been very small as blood films were read carefully by two experienced microscopists. In contrast, nearly all RDT positive patients in a site with low endemicity were true positives. False positive error rates declined with increasing age of patients, probably as the result of acquired immunity in clearing parasite antigens. Previous studies have shown that HRP2-based RDTs can lead to high false positive error rates. Swarthout et al reported that by using Paracheck-Pf , 73% of cases were still RDT test positive 35 days after treatment and that the false positive error rate correlated with initial parasite density [6]. Iqbal et al found nearly 35% of patients still had HRP2 antigenaemia 14 days after treatment despite negative blood films [9]. In another study, 61% of patients had positive HRP2-based RDT tests for more than two weeks after initiation of treatment [10]. These antigens are eventually cleared by anti-HRP2 antibodies, especially anti-HRP2 IgG [11]. The study also showed that the specificity of RDTs varied seasonally in the same area. At the mesonendemic site (Kebisoni), specificity increased as the true parasite rate (as determined by microscopy) decreased at the end of the transmission season. This may have followed from boosting of anti-HRP2 antibodies as a result of infections acquired during the preceding few months. The relatively higher specificity of RDTs at the hypoendemic site compared with the mesoendemic site could, on the other hand, be due to a very low probability of finding patients with recently cleared parasitaemia who sought treatment for non-malarial illnesses.
361983;2;Sensitivity of RDTs was not affected by age of patient or fluctuation in parasite rates during different months. It was, however, affected by parasite density. Patients with high parasite densities were more likely to test positive than those with low parasitaemia. Other studies have also indicated that HRP2-based tests have high sensitivity which increases with parasite density [3]. However, sensitivity can vary from area to area. There are variations in the repeat section of the HRP2 protein between parasite isolates from different areas which might be a reason for wide variations in sensitivity of HRP2-based RDTs in different areas [12]. A study carried out in Uganda showed that the PPV was only 20% at a site of low endemicity (in Kabale District) whereas in other areas with higher endemicity it was much higher, while the NPV was uniformly high (> 97%) [13]. In the present study, estimates of both the PPV and NPV were high at the site with low endemicity in Kenya. Although it has been suggested in one study that sensitivity is affected by age-dependent immune status of patients independent of parasite density [14], no evidence of this phenomenon was found in the present study. It might be argued that some of the variability observed between the sites and during different parts of the year could have resulted from performance variability of the tests used, especially as climatic conditions affect the stability of the devices. Stability is usually more problematic with pLDH-based tests than with HRP2-based tests. Due to variable rates of use in different sites, the use of similar batches of the tests across all sites and seasons could not be ensured. Nevertheless, the devices were purchased at the same times for both countries, and from the same manufacturer during the entire study period. The devices were also stored and used within the recommended temperature and duration. Due to these and the fact that the sensitivity of the tests in Kenya and Uganda were similar (90.0% and 91.0%, respectively), variability in performance of the devices is unlikely to have played a major role. The use of RDTs is probably cost-effective in many situations. A simulation study has indicated that at a 95% confidence level, RDTs are cost-effective compared to presumptive treatment below 62% parasite prevalence rates [2]. However, cost-effectiveness of RDTs can be compromized if patients with negative RDT tests are prescribed antimalarials [15] as has been shown in both Tanzania [16] and Zambia [17] to frequently be the case. A danger of reliance on RDTs is that some patients who require malaria treatment may test negative and be given symptomatic treatment only. In this study, the fact that there were 9% false negative RDT tests among microscopically confirmed cases at Kebisoni, some of whom had high parasitaemia, shows the risk of relying on test results alone. Due to potential variations in the accuracy of RDTs by season, as suggested by the present study, seasonal use of these diagnostic tools may be necessary after careful cost-effectiveness studies in some areas, especially those with mesoendemic transmission.
361983;3;One of the major implications of the findings of the present study is that cost-effectiveness of HRP2-based RDTs is greatly influenced by variations in their sensitivity and specificity between different areas, age groups of patients, and seasons. The study showed that the diagnostic accuracy of HRP2-based RDTs is relatively high in areas or seasons with low transmission, but more area-specific operational studies may be required to evaluate their cost-effective use under different transmission scenarios. For decisions involving the use of these tests, policymakers should take into account the cost implications of treating test negative patients [15], as well as the risk of not treating false negative patients. The cost-effectiveness of HRP2-based RDTs depends on a multitude of factors: overall diagnostic accuracy, prevalence and its seasonal fluctuations, seasonal changes in test specificity, age group of study subjects, parasite density, the relative cost of antimalarials and RDT tests, the relative treatment costs of test negative cases and the extent to which clinicians trust the outcomes. RDT test results should always be interpreted together with clinical assessment of the patient, allowing for fallibility of the devices [20]. In some vulnerable patients (e.g. children), the risk of leaving a false-negative case untreated for malaria may outweigh the costs of over treatment based on clinical diagnosis [4]. Authorities in charge of developing malaria diagnostic policies may have to interpret reports on specificity of HRP2-based RDTs and cost-effectiveness analyses on their use with some caution as there may be wide variations in the determinant factors of accuracy between different studies. In some areas, it may be useful to vary the use of HRP2-based RDTs according to factors such as transmission level, season and age group of patients, but such policies should be based on further area-specific investigations. Especially in situations where the diagnostic accuracy of RDTs is unlikely to be high, health services will need to strengthen microscopy.
451939;1;Our study aimed at assessing the cost-effectiveness of RDT in a systematic manner. Overall, we identified fifteen studies that tried to delve out whether RDT was cost-effective compared with other commonly used malaria diagnosis methods and there was heterogeneity in population age, funding sources, economic and effectiveness measures, and other general study settings across studies. Our analysis took the influence of such variability into account and found that most studies provided supportive evidence in terms of the cost-effectiveness of RDT. However, there were still five studies that did not draw a clear conclusion [28, 33, 34, 36, 38]. This difference can be explained by the accuracy of RDT, the performance of its comparisons, clinicians  compliance with the diagnostic results, total treatment costs, and malaria prevalence. Therefore, we were unable to conclude which strategy would be the most cost-effective with certainty. A wide range of perspectives has been selected by the studies included. Although most of the studies under the societal and health sector perspectives supported the cost-effectiveness of RDT, some could not because of the uncertainty in the costs and an unclear WTP threshold. This might suggest that the diagnosis and treatment of malaria can be unaffordable to patients in many countries. The recommended first-line malaria treatment, artemisinin-based combination therapy (ACT), is expensive and possible increase in treatment costs over time due to therapy resistance and drug prices has been seldom considered by researchers in the field trials. A cost-effective intervention can be considered to receive public funding if it is a public good, or has important externalities and inadequate demand, or is catastrophically unaffordable and has no available insurance, or beneficiaries are poor when utility outcome is not available [43]. Given the expensive treatment costs, it is suggested that malaria case management with RDT should be included in the coverage of health insurance to substantially reduce the economic burden on patients and their families [44, 45]. Another key driver for the cost-effectiveness of RDT is its price [27, 30, 31, 33, 36, 41]. The price of RDT can be determined by its type as combo RDTs are usually more costly than the single tests. In our analysis, it is uncertain whether the cost-effectiveness of RDT could be influenced by the types of RDT. Also, the capability of combo tests to identify plasmodium species can largely influence the cost-effectiveness of RDT because the type of RDT selected will determine not only the accuracy of diagnosis [46], but also the following treatment received. Therefore, for most countries where multiple malaria species dominate, it is necessary to differentiate Plasmodium species such that proper treatment could be delivered. This systematic review included studies from low- and middle-income countries that were assumed to be malaria endemic. The cost-effectiveness of RDT compared to microscopy was not clear in regions with relatively low transmission settings given the uncertainty in how the routine microscopy was performed, i.e., the accuracy of microscopy and whether the microscope was used only for malaria detection. Current evidence suggested that RDT could be more cost-effective than microscopy [29, 37, 39, 41], and the relative advantage of RDT could be further enhanced if microscope was exclusively-used [37]. This could be explained by the fact that the demand for malaria diagnosis would be less in area where malaria prevalence is close to zero, and the cost per suspected patient would be largely increased when taking microscopy as the initial approach. Further studies are required to confirm this, especially in low transmission countries aiming at eliminating malaria. Moreover, facing the reduction of malaria prevalence and movements towards disease elimination [47], it is more common for countries to confront the threat of increasing malaria imported cases [6]. Usually, imported patients are either rural migrant workers or travelers to the endemic region, and tend to have lower parasite densities. The key challenge is to promptly and accurately identify malaria cases at all levels of health systems. Current malaria control programs have established either active or passive case detection systems. Active case detection requires health workers to seek out for patients, making it less feasible to maintain the use of microscopy as the initial approach when the prevalence is extremely low. In addition to this, our requirements for malaria elimination, especially a consistent diagnostic accuracy for community-based primary care, is beyond the capacity of routine microscopy due to the scarcity of well-trained microscopists [48], and essential laboratory supplies. This may limit the performance of microscopy [49], and contribute to misdiagnosis or over-diagnosis with a potential risk of over-consuming antimalarial therapies and drug resistance [50]. In fact, the poor performance of routine microscopy has been widely recognized, even in developed countries [51], and high capital investment of microscopy makes it more costly than RDT if local caseload is low [52]. Therefore, it is meaningful and economically important to introduce RDT in primary health care or remote region where microscopy is unavailable.
451939;2;The CHEERS tool was used to assess the quality of evidence in our research, allowing to compare reporting quality across included studies. The majority of studies identified are of good and moderate quality, but we still found some studies showed poor compliance with the reporting guidance, especially lacking details of research methods. Explanation of model selection was lacked generally, and this might be because studies tended to have more concern about whether RDT was a quick and accurate way to detect malaria cases. It should also be noticed that the scores of studies aimed at measuring the cost-effectiveness of RDT were higher than those only evaluating the costs of the disease detection approaches. In addition, the CHEERS tool focuses on the quality of reporting, and it should be fully considered at the stage of study design, for example, by referring to the structural abstract proposed by NHS Economic Evaluation Database (NHS EED) and extracting basic characteristics and results of health economic evaluations to improve the quality of evidence.
451939;3;This review is limited in the following aspects: firstly, the studies identified were conducted in a limited range of countries, most of which were located in Africa. Whether results obtained from the context can be transferable to other countries was not elaborated in the included studies. It is obvious that countries may vary in their widely-used malaria diagnostic methods and other features such as prevalence and the types of RDT. Differences in health care systems and reimbursement also limit the transferability of our results. Thus, caution should be taken when applying the results to other settings. Another limitation was inadequate data on costs and effectiveness, possibly due to differences in adopting primary and secondary outcome indicators among studies, adding to the difficulty in comparing ICERs obtained when they had the same perspectives. Therefore, no synthesized outcome was shown due to the wide difference across studies and the lack of evidence regarding health utility gained when using different malaria diagnostic techniques. We suggest that further economic evaluations of malaria detection methods should focus on health utility benefits for patients who are susceptible to the disease.
359124;1;Most causes of fever in the tropics are transient, non-fatal illnesses. In the latter half of the 19th century, it was discovered that many of the infectious causes of fever that did have the potential to be fatal, including malaria, leishmaniasis, tuberculosis, sleeping sickness and others, were detectable by microscopy. For one of these, malaria, there was a relatively early pharmacological intervention thanks to the long history of quinine (cinchona) use in the Americas. The utility of microscopy in tropical fevers, and the availability of life-saving treatment for malaria, led to the wide advocacy of microscopy-based case management as the standard of care. When microscopy was found to be untenable in many parts of the world, due to the massive effort and resources required to maintain such a service in close proximity to the rural and poor populations widely at risk, syndromic management, classifying all 'malaria-like' fevers as malaria, again became the de facto standard of practice. For the last three quarters of a century then, since the discovery and development of chloroquine in the 1930s and 40s, the medical community has treated most fevers in malaria-endemic countries as malaria, forgoing the diagnostic process. This practice has been codified into national and international recommendations and training manuals for health workers, especially for fever in children. The common teaching has been 'fever equals malaria unless proven otherwise'. Clearly many lives have been saved by pushing for rapid, even community or home-based access to antimalarial therapy, regardless of diagnostic testing. In the many communities in which malaria has accounted for the majority of potentially fatal causes of fever, it has been hard to imagine any other approach, given the poor performance and relative unavailability of microscopy [1 6]. Over the past decade, though, a number of important changes have taken place in the epidemiology and control of malaria and in the diagnostic techniques available, that dramatically alter the balance of rational action in favour of parasite-based diagnosis over blind therapy of fever with anti-malarial drugs. Specific diagnosis of malaria is now not only possible, but necessary, and scaled up malaria control efforts, including elimination plans, must include expanded and quality assured use of parasite-based diagnostic testing and reporting of results.
1012871;1;The Study was conducted in the outpatient department of paediatrics LUMHS Hyderabad from June to December 2010. All febrile children under 5 years of age classified as suspected clinical malaria confirmed slide microscopy, and also the effectiveness of RDT was measured by using expert microscopy as gold standard. The sensitivity (95%), specificity (91.6%), PPV (0.55%) and NPV (99.3%) of RDT were similar to that reported elsewhere.16 Overall, the performance of RDTs was similar to that of microscopic analysis performed by an experienced microscopist. Compared to microscopy, RDT specificity relative to that of microscopy was lower (91.0%) is similar to other studies.13,16,17 Our study has very low PPV which is similar to other of other studies 11,13 The low PPV is due to the fact that RDT detect the antigens but not the parasite as slide microscopy, and antigens may persist in the serum for couple of weeks even after successful treatment giving false positive results 17 . But RDT sensitivity was excellent (95.%) and an excellent NPV of 99.5%. These encouraging results justify using RDTs to diagnose malaria in areas that are most in need of low-cost diagnostic techniques. The risk of a false-negative RDT result depends on several factors: the RDT itself (brand and even lot variation, including performance in practice) and malaria species, density, and background prevalence. Well-performed laboratory studies have shown RDT sensitivities to be generally same 18.
2593776;1;A number of studies on RDTs have been conducted, although measures of accuracy have varied widely, as a result of differences in methodology, study site epidemiology and type of RDT used i.e. histidine rich protein - 2 (HRP-2) and plasmodium specific lactate dehydrogenase (pLDH) and species specific pLDH or aldolase based test [27], [28], [17]. Ideally, bivalent RDTs will help to target anti-malarial treatment for P. vivax and P. falciparum by grass root workers who provide on the spot diagnosis and treatment in areas where microscopy cannot be established. The required sensitivity of a test may also vary with species, a less sensitive test may be acceptable for detection of P. vivax compared to detection of P. falciparum as severe outcomes due to missed diagnosis are less likely [29]. The present study assessed the performance of various bivalent RDTs in field population. Overall, highest sensitivity for P. falciparum was >95% and for P. vivax ?80%. The high frequency of positive smears in this study is consistent with previous studies in Central India [30]. Likewise the sensitivity and specificity estimates are consistent with previous studies [10]. Further, when the results of this study was compared with WHO, FIND and CDC product testing of RDTs, where the evaluation was performed against a standardized panel of cultured P. falciparum and frozen blood samples (200 2000 parasites/ l of blood) by experienced technicians in a research laboratory and not in field as done in the present study, the results of the WHO, FIND and CDC are comparable to this study with regard to diagnostic performance of five RDTs evaluated in both the studies. Additionally, first field based evaluation of commercially available RDTs regarding their temperature stability was also carried out in the present study. Among the 7 bivalent RDTs, most RDTs for P. falciparum showed a very high sensitivity over period at 35 and 45 C upto day 90 in terms of percentage of successful tests. While for P. vivax, the FIRST RESPONSE maintained good sensitivity over period at 35, 45 C upto day 90 and showed a decline in sensitivity on day 100. Parascreen was also good upto day 90 at 35 C only and showed a sharp decline in sensitivity on day 100. These results are consistent with those of WHO, FIND and CDC product testing of RDTs.
2593776;2;Heat stability is vital to maintaining sensitivity of the test in the field [22], [30]. HRP-2 is a very stable antigen [31], while pLDH may degrade during long storage [11], [22]. Wide variations in stability between various RDTs were recorded in this study. The lacks of quality control of RDTs present a risk to patients through incorrect diagnosis and inappropriate anti-malaria treatment [32]. As a result for procurement, it is essential that careful consideration be given to stability results to ensure that RDTs works under extreme temperature. All the RDTs in this evaluation were packaged in individual envelopes that contain a desiccant. This allows the health worker to open the envelope of a test at the time of use in field limiting exposure to high humidity [12] as the field trial for stability testing was carried out during peak rainy season. The stability testing results presented here provide assessment of both, stability of the RDT and also the quality of its packaging [12]. However, there are some potential limitations in generalizing our results to predict the success of implementing RDTs at high temperature. Though temperature was held constant in this evaluation, humidity was not maintained. Temperature and humidity in field fluctuate with time of day and season and 100 days storage may not accurately predict long term stability under field conditions. Loss of parasite detections over this period indicates that chances of decline in sensitivity cannot be overruled [12]. It is worthwhile to mention here that field trial was carried out during July March thus all 3 seasons i.e. monsoon, autumn and summer were covered. An additional limitation of this study was that highly trained individual performed all the testing in this evaluation. In field settings malaria RDTs will often be used by health workers with limited training and supervision. Temperature upto 45 C is likely in uncontrolled storage in tropical countries and temperature may further increase during transport [33]. The overall agreement and Kappa values between pairs of observers were excellent for both positive and negative results. Likewise, for heat stability testing for P. falciparum generally agreement and Kappa values were good for all RDTs however, for P. vivax the Kappa was not good for most RDTs on day 90 and 100. Thus the use of RDTs widely in the programme will require considerable regulation and quality control [34]. Further research is required to determine why some RDTs examined were more susceptible to heat stress in order to improve their temperature stability.
2593776;3;In view of this, while malaria RDTs can be applied in a number of settings, the greatest potential for impact on public health is in extension of access to accurate, parasite based diagnosis of malaria to regions and populations where good quality microscopy based testing is impractical to maintain, making possible the implementation of recent WHO/NVBDCP recommendation on parasite based diagnosis prior to anti-malarial therapy [25], [35]. However, if the RDTs are to replace microscopy in field for malaria diagnosis, they must be able to work with high level of reliability at high ambient temperature. Diagnostic testing by microscopy or RDT to a level of 200 parasites/ l will reliably detect nearly all clinically relevant infections in malaria endemic areas [10], [36]. However, as some countries move towards elimination, population immunity will be decreased and it will increasingly important to use diagnostic tests that detects low parasite densities [17], [37], [38]. Therefore, the ability to detect low parasite density infections reliably therefore, remains important as malaria elimination initiative is increasing in several countries.
2593776;4;Nevertheless, the challenges associated with establishing the routine use of RDTs in rural remote setting where microscopy could not be established should be tackled carefully as the distribution of RDTs and antimalarials must occur hand in hand to ensure effective case management of febrile disease. These results also suggest that the quality of RDTs should be regulated and monitored more closely. We also noticed a wide range in pricing for RDTs ranging from 0.70$ to 2$. However, high price of RDTs is not an assurance of good performance. Therefore, continued search and eventually introducing other alternative and highly sensitive low cost malaria diagnostic methods should also be explored which are capable of detecting low parasitaemia at high ambient temperature.
362249;1;With improvements in malaria control and relatively higher costs of antimalarial treatment, there is increased opportunity for cost savings through the introduction of rapid diagnostic tests in facilities and/or communities where microscopic confirmation of malaria diagnosis is not reliably available [28]. Amexo and others suggest that it is unethical to continue with high levels of malaria misdiagnosis in light of the introduction of expensive antimalarials and availability of cost-effective methods of diagnosing malaria (such as RDTs) [7]. This argument in favour of limiting antimalarial use to confirmed cases is strengthened by considering the enormous effect of drug pressure on antimalarial resistance and the potential for adverse reactions. This study shows that the introduction of RDTs is likely to be cost saving when a relatively more expensive ACT is used for treatment, provided no more than 52% of those patients clinically diagnosed to have malaria are found to be parasitaemic. This result holds even when relatively less expensive ACTs (e.g. AS+SP or the current preferential price to WHO for AL) are used, but the higher the price of the ACT, the greater the cost savings from introducing definitive diagnosis and the higher the cut-off point at which RDTs become cost-saving. Many countries in Africa have well below 60% of clinically diagnosed malaria patients being confirmed on RDT or microscopy. A study in Uganda found that only 57% of those clinically diagnosed as having malaria were actually parasitaemic [29]. From several studies undertaken separately in 15 countries, Amexo and others (2004) report that on average there is a 61% overestimation of malaria cases when clinical diagnosis is used [7].
362249;2;As malaria control improves as a consequence of widespread use of insecticide treated bednets [30], indoor residual spraying [23] and or ACT use [16 18, 31], the proportion of clinical malaria (fever) cases that would be definitively diagnosed as malaria will decrease. Consequently the introduction of definitive diagnosis with RDTs at the same time as the introduction of ACT would become increasingly cost saving, because there would be fewer suspected cases to test and even fewer cases to treat. Findings from our study show that the introduction of definitive diagnosis (using RDTs) is cost-saving even when we only consider a narrow perspective of costs related to malaria treatment (i.e. costs of RDTs and antimalarials). While the use of RDTs in all suspected cases has been shown to be cost-saving in some instances, our findings also show that targeting RDTs at the group older than six years and treating all children less than six years on the basis of clinical diagnosis is even more cost-saving. In semi-immune populations, young children carry the largest malaria disease burden and many healthcare providers would find it harder to deny antimalarials to those who test negative in this age-group.
362249;3;Findings from the analyses show that results are sensitive to the effects of changes in age distribution of the symptomatic population, and price of ACTs and price of RDTs. Increasing proportions of older patients result in increased cost savings with RDT introduction (due to lower costs of antimalarials for children, and fixed cost of RDTs). As the prices of antimalarial treatment increase, RDT implementation becomes increasingly cost saving. However, when less expensive ACTs are introduced, such as for the current WHO preferential price of $1.44 per adult treatment, the RDT price to the healthcare provider should be $0.65 or lower for RDTs to be clearly cost saving in populations with between 30% and 52% of clinically diagnosed malaria cases being confirmed malaria cases.
